;track_uri;danceability;energy;key;loudness;speechiness;acousticness;instrumentalness;valence;tempo
1873;1ohE5mzbdpuvm11Ia5pMon;0.577;0.99;1;0.796;0.266;0.0207;0.269;0.801;140.0
1874;3U9gogDStAfWxSm91PJuxb;0.31;0.991;5;-3.769;0.316;0.000132;0.085;0.0395;140.071
1875;3IyCL4Em1GOpNGDf451Hg1;0.541;0.907;4;-4.512;0.0642;0.0158;0.000185;0.434;80.029
1876;4jpYBxEFpa1Rdw1yAXVSAZ;0.478;0.892;3;-6.976;0.265;0.00158;0.0;0.357;125.566
1877;7Fg4jpwpkdkGCvq1rrXnvx;0.479;0.309;11;-14.751;0.0299;0.153;0.22;0.182;127.155
1878;3oJwICJBPILnQdXQBqkfwZ;0.558;0.933;0;-5.211;0.0717;0.00444;0.0;0.466;130.146
1879;75nxGUeQzcyFL3Lrti1VGr;0.319;0.956;5;-5.023;0.0926;0.000426;0.144;0.384;148.199
1880;6ToM0uwxtPKo9CMpbPGYvM;0.421;0.751;9;-9.584;0.0472;0.2;0.0;0.789;89.839
1881;1LJJqsnLFB7E62WKP7WsyG;0.22;0.784;6;-5.864;0.0343;0.0228;0.0;0.189;92.975
1882;20aikfEJe45GRQntkDKXkY;0.574;0.561;7;-8.448;0.0295;0.00221;0.00784;0.291;130.047
1883;386RUes7n1uM1yfzgeUuwp;0.794;0.711;8;-5.124;0.0699;0.3;0.0;0.955;174.915
1884;3pKsUMqpVr4ZJ13Mm91Xig;0.344;0.955;1;-10.614;0.0444;5.4e-06;0.111;0.352;111.671
1885;6tCe3xmLW5PutAgf6QuuOB;0.674;0.893;2;-6.115;0.0396;0.0126;0.000372;0.152;116.857
1897;3IiMnjK7S2PlsPVMuAH7rU;0.354;0.943;5;-3.633;0.288;0.000113;0.0187;0.367;94.416
1898;5ZrDlcxIDZyjOzHdYW1ydr;0.812;0.879;1;-10.998;0.0397;0.0167;0.224;0.962;129.991
1899;5J4ZkQpzMUFojo1CtAZYpn;0.472;0.714;1;-4.389;0.0334;0.00937;0.0;0.24;98.992
1900;03NqHNdG3Ur6kciQWK6e8V;0.744;0.862;0;-3.446;0.0622;0.0715;5.58e-06;0.688;115.021
1901;7FkyQsWH9mmxoYLCNj4f8y;0.687;0.565;7;-9.613;0.0316;0.0682;0.599;0.613;97.084
1902;3RptaQ5Xb8WvtpItZ2f9Hi;0.544;0.69;6;-5.723;0.0425;0.012;0.0095;0.219;123.962
1903;0CgJ1v2IDbrp4JAYeGhfYz;0.675;0.859;1;-5.693;0.0567;0.00672;0.000201;0.312;96.07
1904;3qiyyUfYe7CRYLucrPmulD;0.489;0.724;5;-8.367;0.0352;0.313;0.185;0.15;117.292
1905;3Ph7fws05DvPwpn5CQHTBy;0.669;0.656;9;-10.549;0.0413;0.00113;0.000252;0.464;108.098
1906;4d9tA3nQw8BxnBwlUEwQNI;0.705;0.462;10;-7.39;0.0319;0.483;0.0;0.417;124.679
1907;3duWI1FwoLjTJ3DukizDjt;0.604;0.64;7;-7.775;0.0307;0.102;0.0;0.36;129.858
1908;7iU9kLfTsJxwBA931jm3Rv;0.387;0.953;2;-7.143;0.0557;5.28e-05;2.45e-05;0.709;146.313
1909;09F9ERsvgwC4Kel6f9VAX1;0.44;0.987;9;-2.304;0.129;6.35e-06;0.881;0.257;134.984
1910;248OFOZef6ShXv6DGgbnxU;0.739;0.448;10;-10.28;0.138;0.189;0.0;0.553;81.044
1911;1bIFv1yGWPC4wH4qcSWdzO;0.55;0.67;7;-5.882;0.0239;0.167;0.0;0.468;144.076
1912;5CQ30WqJwcep0pYcV4AMNc;0.338;0.34;9;-12.049;0.0339;0.58;0.0032;0.197;82.433
1913;0rUTQPibpskoXRrKjbGZjo;0.373;0.871;2;-3.706;0.0622;0.00115;0.0;0.201;127.413
1914;5v5Kra9bZOVKBXpfLVK2fP;0.289;0.636;8;-6.765;0.0514;0.259;0.0351;0.202;149.855
1915;59XNy4523UcEvQfYM8fdQB;0.51;0.981;10;-3.191;0.0901;7.76e-05;0.00142;0.723;138.039
1916;6BU99PuLVPrwuVwq7iQthb;0.168;0.736;1;-5.947;0.0626;0.00868;0.0172;0.215;186.016
1917;3RDeqQiFC7Gauzx7ZmbCdO;0.485;0.605;5;-8.298;0.0312;0.313;4.34e-05;0.472;89.885
1918;2rKz4ihTRHCD0RpNaO1ANJ;0.437;0.94;10;-5.467;0.0895;0.00616;0.0055;0.426;95.171
1919;6K0Av403T8gWOHLJGsw1vw;0.335;0.913;0;-7.508;0.0712;0.00817;0.0;0.536;90.383
1920;3bsxJNHRkoqdXtQ5SNzHxy;0.608;0.815;11;-6.179;0.0448;0.0315;0.00283;0.947;119.991
1921;7vQbuQcyTflfCIOu3Uzzya;0.754;0.424;2;-8.463;0.0363;0.643;0.0;0.806;119.705
1922;7ER7vcy7u2ajg5IV45WBFw;0.439;0.681;0;-5.516;0.15;0.101;0.000232;0.3;168.082
1923;43XNwQBvhzWfT6dDJajcjW;0.433;0.969;1;-2.487;0.0667;0.00505;0.0835;0.534;111.923
1924;0uRxBrnv51zUxq55y6yDzx;0.686;0.83;7;-4.57;0.0432;0.00401;0.000156;0.575;99.992
1925;2rBHnIxbhkMGLpqmsNX91M;0.459;0.926;4;-3.415;0.155;0.0239;1.93e-05;0.569;151.534
1926;1ncZDJd94BSPn2WnbDh3HS;0.604;0.811;10;-4.85;0.117;0.0202;0.0;0.669;149.991
1927;4Hqlo1XhohWyonvWJ2U3Mn;0.477;0.829;9;-5.057;0.144;0.0005;0.0;0.626;100.0
1928;3OcBH9Vzd1UwJkQd3r1dVG;0.373;0.467;0;-9.748;0.039;0.529;0.439;0.0662;85.67
1929;21A5mfPSFeKt6JSZTFy9tP;0.627;0.489;6;-7.52;0.0557;0.000105;0.00283;0.543;119.201
1930;0RchWnEHETINMAyrTrlBmo;0.318;0.749;5;-4.045;0.0702;0.0151;0.0;0.336;117.905
1931;3tw7zx0P4VFpR191f4ofV6;0.654;0.755;2;-5.727;0.0426;0.0116;4.15e-05;0.103;139.967
1932;3h1hFmYSA45sdjbFCYCg4l;0.0;0.412;6;-8.842;0.0;0.668;0.0;0.0;0.0
1933;7iL6o9tox1zgHpKUfh9vuC;0.899;0.713;6;-2.752;0.366;0.255;0.0;0.777;90.051
1934;35k31HZI4z9PbBOioaI4dZ;0.515;0.766;7;-12.768;0.0343;0.0249;0.00103;0.774;146.911
1935;2RChe0r2cMoyOvuKobZy44;0.383;0.659;4;-5.558;0.0312;0.117;0.0;0.327;140.795
1936;0ZmkjefPVLvloVSgtmRu5M;0.623;0.957;5;-2.675;0.0427;0.235;3.25e-05;0.535;127.968
1937;2WRFD9WczJ975X2K1Y9YVs;0.562;0.903;8;-4.46;0.0296;0.000187;0.0939;0.791;132.009
1938;6PJ5WyFiinjO6AMgqziJB4;0.702;0.378;0;-9.828;0.0504;0.913;0.783;0.595;128.001
1939;4dTFUWtvCOcKteYWKKBQ9k;0.277;0.693;1;-12.805;0.0421;1.47e-06;0.746;0.102;144.596
1940;7Mpg3d00sbxjBo0VpevFfz;0.532;0.892;6;-5.952;0.0492;0.000977;0.903;0.255;94.0
1941;29SyMC0plk6qw8NMF7lfRL;0.573;0.939;8;-6.441;0.0808;0.493;0.0;0.963;137.382
1942;0oLICk7wA4GsaGEk1lprgD;0.441;0.868;11;-5.516;0.0714;0.000121;2.72e-06;0.366;162.0
1943;6OSyCAmXT4Gkd3OQ2aPOaF;0.462;0.628;7;-5.659;0.0274;0.0534;0.00025;0.0981;140.049
1944;0xIIXygHdt17X6HtObqK7M;0.581;0.34;11;-11.711;0.0311;0.314;0.0;0.528;86.03
1945;2d6m2F4I7wCuAKtSsdhh83;0.467;0.883;2;-3.679;0.106;0.000321;0.000152;0.309;122.252
1946;5EugXICXL06waHgP4iTI58;0.494;0.936;11;-7.195;0.0398;0.0112;0.000693;0.834;107.543
1947;2ufFly9TQNkxaZECMHiel3;0.313;0.163;9;-16.02;0.0295;0.886;0.0;0.315;152.031
1948;74AyuzLYFESepiI83DjBOG;0.604;0.725;8;-5.292;0.0381;0.048;0.0;0.552;140.06
1949;4JIYKZzKnlPhL28h0uixzZ;0.276;0.814;9;-5.048;0.0998;0.000681;0.0;0.472;144.793
1950;4GSjFSK1SM78wPTVbsSB0S;0.31;0.825;1;-4.53;0.0563;0.00356;0.0;0.475;89.885
1951;6dPBm4afuGiAHw8bDJcuyX;0.646;0.858;7;-2.605;0.101;0.0862;0.0;0.689;81.423
1952;62wJuHJ28SLRLem8XMUS8b;0.378;0.935;11;-2.353;0.0903;0.000905;0.0;0.701;178.118
1953;39hfj6Tnqgsxn7jGTfWl18;0.655;0.812;1;-7.779;0.0678;0.0383;0.000645;0.866;127.092
1954;79QqEKiBhTZ7ixcyaWm1fs;0.44;0.984;5;-6.091;0.112;2.84e-06;0.93;0.0382;104.979
1955;2DFE90Gljmrj9KD48gffiY;0.599;0.902;1;-2.826;0.0592;0.000726;0.0;0.599;101.985
1956;6THisU6JCZzn9PSmHX2wnT;0.512;0.581;6;-5.096;0.032;0.802;0.0;0.37;113.021
1957;0faXHILILebCGnJBPU6KJJ;0.392;0.964;10;-4.441;0.0644;7.13e-05;0.0387;0.269;167.024
1958;0KAiuUOrLTIkzkpfpn9jb9;0.765;0.837;1;-3.113;0.032;0.00107;1.06e-05;0.721;122.028
1959;4FM8TeKWsro8yjzbpDwocN;0.391;0.433;4;-9.511;0.0259;0.389;3.28e-05;0.182;78.594
1960;7cQjIIjLOhbRVCXyIepF2U;0.6;0.799;2;-3.51;0.0332;0.000252;0.0121;0.647;130.031
1961;4eD48Ur3heQtP8ZGzl7buk;0.274;0.792;2;-4.388;0.0413;0.00833;0.0;0.092;179.067
1962;1bTVbi6uwmGwlsXy2soxpg;0.621;0.935;5;-5.516;0.0366;0.000785;0.00191;0.885;99.981
1963;18NHIM6ZV0iAA533TdRnoE;0.503;0.902;5;-7.557;0.0825;0.000173;0.6;0.675;165.382
1964;5OxgsGpX2xv5MVt2Gp6VA4;0.458;0.239;11;-11.206;0.034;0.448;1.62e-05;0.193;145.717
1965;4YTZhbzc5dV87hhup8HVuo;0.636;0.183;3;-19.494;0.101;0.894;0.0;0.519;98.683
1966;76hfruVvmfQbw0eYn1nmeC;0.774;0.753;4;-5.446;0.0517;0.152;0.0;0.896;119.002
1967;3WMRugVPf0tGFAP28svpof;0.533;0.929;5;-8.596;0.0633;3.3e-05;0.0396;0.57;97.4
1968;428lSKYV9R5f5d4XGOeniY;0.593;0.74;8;-6.12;0.0339;0.363;2.22e-05;0.502;118.008
1969;3cnD0uH9C0AY4oxmb84gpc;0.209;0.962;1;-4.435;0.0482;0.000269;6.97e-05;0.351;184.267
1970;1SV1fxF65n9NhRHp3KlBuu;0.774;0.511;11;-8.914;0.0319;0.322;0.0;0.771;94.736
1971;7w87IxuO7BDcJ3YUqCyMTT;0.733;0.71;5;-5.849;0.0292;0.145;0.115;0.965;127.975
1972;3cFnb3Rg9a7Gzqxc5QQ9YZ;0.371;0.973;10;-5.303;0.135;0.000641;0.00163;0.444;127.721
1973;1QEEqeFIZktqIpPI4jSVSF;0.377;0.681;7;-8.039;0.0298;0.00088;0.0023;0.285;108.789
1974;12C6ufD5zOWsQGHQY7aXRM;0.294;0.92;10;-2.471;0.0635;4.11e-05;0.000232;0.582;184.007
1975;6bGYLwrxv3j5sTwN0TLBdq;0.738;0.865;9;-3.861;0.0334;0.0311;3.23e-06;0.913;130.073
1976;56ziD7gAGdNorbjgAGSJYj;0.481;0.978;2;-4.877;0.137;0.000909;0.0345;0.13;105.752
1977;4zn0kScuV9Oj28d4g9CQQs;0.934;0.467;11;-10.99;0.307;0.102;3.98e-05;0.73;123.583
1978;4XssnBT81vTIH6iYYUSv84;0.288;0.843;11;-7.858;0.0633;0.0139;0.0;0.311;122.147
1979;3D1KwHWbF9KZEQTzMU9k1G;0.638;0.86;1;-3.401;0.0459;0.0254;0.022;0.744;127.999
1980;5l2DXYLyBVZWhdpgqa3a9k;0.48;0.848;0;-4.44;0.0455;0.000316;0.00523;0.354;134.227
1981;2Guz1b911CbpG8L92cnglI;0.29;0.48;5;-6.583;0.0296;0.116;3.03e-06;0.382;112.62
1982;7JAzAyjbJFPznEFdqpa1Si;0.262;0.564;0;-7.99;0.0455;0.0147;0.00659;0.13;195.489
1983;18lR4BzEs7e3qzc0KVkTpU;0.623;0.93;5;-5.285;0.0324;0.0141;1.64e-06;0.287;120.119
1984;6i4Qi1mJxXjqNIL9HfJhRs;0.336;0.787;10;-8.803;0.0732;0.0793;0.0648;0.383;140.003
1985;4rsW3WCZBGwhHfJWuHRwyT;0.606;0.826;0;-6.04;0.0307;0.0256;1.56e-05;0.322;121.04
1986;5oQcOu1omDykbIPSdSQQNJ;0.606;0.887;4;-4.404;0.0598;0.000242;0.0;0.903;119.974
1987;4dOLn4Ebh6OG7jtrgxHj0r;0.499;0.863;3;-5.118;0.057;1.22e-05;0.0;0.304;125.967
1988;1bbfdfKzJYvkdZRS9aR9MK;0.315;0.618;11;-8.174;0.0403;0.0524;0.0641;0.356;170.947
1989;7eb8es1eZwGNCgm6BDU8Xh;0.395;0.432;11;-4.923;0.0303;0.841;7.08e-05;0.32;90.543
1990;0yIywEquxORnu1dR0WYsdN;0.729;0.868;3;-3.319;0.0609;0.00939;0.0;0.632;124.957
1991;0UZwcRQAk4QR09HtGRZhYC;0.502;0.948;6;-3.717;0.12;0.0101;4.49e-06;0.102;139.979
1992;1igqAqM1eeVRp0uVbfmkNR;0.63;0.418;7;-7.805;0.0305;0.221;0.000919;0.635;169.957
1993;0SDsRLFXTA3yvTHfp2H4bf;0.459;0.931;8;-3.47;0.107;0.0186;5.15e-05;0.256;131.929
1994;46HNZY1i7O6jwTA7Slo2PI;0.573;0.711;1;-6.268;0.0406;0.0114;0.0;0.47;105.006
1995;7hgtn706RqLE5q1mWe8aQx;0.668;0.788;5;-6.752;0.0424;7.48e-05;0.108;0.692;137.38
1996;27hL8UBniU6XDVUMd8kFV9;0.749;0.721;9;-7.192;0.0408;0.0668;5.12e-05;0.852;142.1
1997;6SXy02aTZU3ysoGUixYCz0;0.495;0.653;7;-6.769;0.0361;0.217;0.000458;0.571;80.897
1998;2hnMS47jN0etwvFPzYk11f;0.682;0.765;1;-5.021;0.0395;0.0268;3.42e-05;0.567;90.807
1999;5zTX7MeCrTX5ZBFSqJS7XZ;0.618;0.732;5;-4.609;0.0724;0.147;9.23e-06;0.444;140.086
2000;3sIXzuNgN9HrC7amkEQWiP;0.631;0.516;2;-10.442;0.24;0.512;0.0;0.184;94.955
2001;1cA4wEmLkKlttS6N89LbJh;0.687;0.643;0;-4.763;0.0406;0.0518;3.31e-06;0.418;135.068
2002;65MkRKdWPTR6mqCAoS8ASS;0.341;0.896;2;-5.302;0.0488;0.000233;0.257;0.269;159.861
2003;42E4F50hNU0KFPLQCATsiI;0.284;0.933;4;-6.782;0.0988;0.000305;0.861;0.126;194.917
2016;1HhNoOuqm1a5MXYEgAFl8o;0.728;0.783;11;-4.424;0.266;0.237;0.0;0.555;77.011
2017;5Xak5fmy089t0FYmh3VJiY;0.36;0.684;4;-6.457;0.0308;0.323;0.0;0.2;77.15
2018;3YBZIN3rekqsKxbJc9FZko;0.273;0.952;11;-8.762;0.0843;0.0169;0.0111;0.472;100.271
2019;7Jw6Rs78eNe7PfnYz8lRII;0.467;0.332;2;-10.83;0.0278;0.595;0.0;0.161;105.056
2020;1uRBbjQ3uNFXCncWyNomHf;0.691;0.803;9;-5.029;0.0355;0.015;0.0;0.424;104.997
2021;7CNMoFiew4umSfEgguS2Se;0.559;0.745;0;-7.736;0.0392;0.0597;0.227;0.87;90.4
2022;0maCwhZTO3PybhSiQcsjAf;0.66;0.76;11;-5.488;0.0332;0.000601;0.312;0.359;107.028
2023;75k5I6zIL16mfKJRLc6yzP;0.678;0.487;2;-16.71;0.151;0.23;0.0;0.802;131.616
2024;7GJClzimvMSghjcrKxuf1M;0.714;0.451;5;-8.268;0.0276;0.0883;0.0;0.406;127.787
2025;5aWhs651KYM26HYM16kRdk;0.606;0.942;6;-2.598;0.115;0.0737;2.23e-06;0.519;106.02
2026;1FpVJ7HpZInE2GvhVE2TwT;0.498;0.598;4;-6.638;0.0377;0.00786;0.0;0.0573;140.078
2027;41kUupAzNt7hy1BEbPkp0P;0.398;0.629;11;-6.249;0.0309;0.137;1.12e-05;0.345;141.866
2028;6D8kc7RO0rqBLSo2YPflJ5;0.572;0.786;8;-8.469;0.0642;0.519;0.00093;0.952;188.115
2029;4bf42QvDNPH3JMTmZg4nHH;0.552;0.966;6;-4.022;0.108;8.24e-05;0.00349;0.61;108.515
2030;7oDDV1cal0M0RIjr4HuuJ9;0.658;0.475;4;-12.688;0.033;0.000892;0.0194;0.461;125.747
2031;21pySLskKIKrhDziCX5ojQ;0.671;0.685;11;-5.762;0.05;0.00165;0.0;0.368;118.449
2032;0r2Bul2NuCViraT2zX1l5j;0.521;0.625;1;-7.47;0.067;0.0301;0.0;0.136;101.019
2033;0Q6AD7e7d9tpN1dXL4qh5P;0.479;0.926;3;-4.226;0.0893;0.000399;0.0022;0.673;175.994
2034;5yDL13y5giogKs2fSNf7sj;0.722;0.851;7;-3.873;0.0639;0.0319;0.0;0.452;126.885
2035;2VTJaQNkvxU4S2zjkVJirF;0.254;0.928;4;-4.357;0.067;4.69e-05;0.835;0.41;164.351
2036;6lvL5FNVa7drDdXyZXvQBn;0.413;0.987;7;-3.675;0.17;0.000403;0.667;0.167;149.992
2037;7G7JZECVScySAqBhgO8C3k;0.41;0.903;2;-7.5;0.0595;0.342;0.241;0.645;161.241
2038;1hlveB9M6ijHZRbzZ2teyh;0.502;0.924;4;-6.299;0.0503;0.0127;0.0;0.922;149.186
2039;11KJSRSgaDxqydKYiD2Jew;0.804;0.648;7;-7.805;0.117;0.0573;3.49e-05;0.392;117.983
2040;1tb4gFihZe70KjgikGWHPd;0.621;0.832;5;-6.861;0.0396;0.00161;0.000175;0.948;128.016
2041;5KawlOMHjWeUjQtnuRs22c;0.645;0.862;11;-4.757;0.0965;0.0923;0.0;0.798;119.991
2042;0vWaCnMA1j2u5OE5eOVb2N;0.45;0.81;6;-4.371;0.0388;0.000129;1.42e-05;0.453;147.017
2043;0DAwAUbGa2ilY49D0JyRyW;0.299;0.546;9;-12.162;0.0767;0.00138;0.354;0.57;168.553
2044;58SrpnW1EhtnsO7DXwl8GO;0.476;0.763;10;-6.329;0.0341;0.00695;0.0336;0.349;98.074
2045;0mGBA5vtFH58DucfqaW6oG;0.611;0.567;0;-6.665;0.0311;0.00255;7.1e-06;0.689;118.777
2046;25tukAKZqMuxAJjpaNkkVe;0.494;0.729;8;-7.273;0.0506;0.0502;0.0;0.598;145.667
2047;4MVJvkKhoeLPH3BcssmVpC;0.412;0.964;6;-7.557;0.169;1.84e-06;0.146;0.232;142.536
2048;6qC8Jj1XOxknPm8N7EbzKX;0.458;0.623;5;-7.109;0.0505;0.322;5.08e-06;0.417;147.635
2049;1gVVSmhWjci8l9Vrsl6HaS;0.416;0.819;9;-3.974;0.0613;0.000138;0.00108;0.632;140.083
2050;2eG7o3BfbzohiETArwsX1K;0.58;0.627;11;-8.017;0.0316;0.05;1.68e-06;0.825;82.151
2051;2UREu1Y8CO4jXkbvqAtP7g;0.64;0.957;8;-2.336;0.0741;0.0431;0.0;0.692;134.992
2052;4CnbiWjq0i7YPhKNnmt10T;0.699;0.812;6;-5.772;0.135;0.00461;0.0161;0.749;127.916
2053;0hdZow8FGVrjXd6ak3R1P8;0.797;0.429;9;-10.59;0.0366;0.686;6.29e-06;0.439;130.019
2054;2wcZXl1RPNVtEKGon3kpJX;0.526;0.888;8;-6.623;0.0606;3.53e-05;0.896;0.354;127.052
2055;3KhF2YiNpJvGpfiCW45R6D;0.472;0.9;8;-6.406;0.0582;0.148;0.000297;0.42;95.826
2056;12VqHHz4wvVcnEdSivjLeQ;0.386;0.406;11;-10.419;0.0425;0.832;0.0597;0.205;78.616
2057;2DNrA5s0WrklYU9R8NMuJS;0.386;0.109;7;-23.917;0.0507;0.99;0.943;0.307;63.156
2058;1058fW9H3fZA6QjYCdOBad;0.666;0.796;10;-6.967;0.103;0.0492;0.0;0.61;110.108
2059;4zXvB4MoQD8onk0NCZbeHG;0.403;0.777;5;-6.416;0.0354;0.0999;3.28e-06;0.149;76.329
2060;5kqIPrATaCc2LqxVWzQGbk;0.765;0.473;10;-5.829;0.0514;0.287;0.0;0.34;119.992
2061;1njl1NnpMJLUgAqZplyhYO;0.604;0.793;0;-7.452;0.107;0.267;7.17e-06;0.394;125.049
2062;5im6c5xrmQxrexc5vQEh9O;0.314;0.863;9;-7.2;0.0477;1.27e-06;0.685;0.256;134.815
2063;1Eolhana7nKHYpcYpdVcT5;0.515;0.534;6;-8.045;0.0768;0.181;0.00278;0.426;70.776
2064;4nFZn2UqltykzjMu0F4z1P;0.592;0.608;0;-6.668;0.0247;0.283;1.84e-05;0.38;101.995
2065;4flKo3jckMmyMf0G5nBpH8;0.543;0.61;11;-11.593;0.0378;0.12;1.31e-06;0.382;148.806
2066;1xKQbqQtQWrtQS47fUJBtl;0.443;0.727;4;-7.951;0.145;0.263;0.000141;0.566;160.82
2067;27tNWlhdAryQY04Gb2ZhUI;0.671;0.771;7;-4.821;0.0316;0.00492;7.28e-06;0.436;90.003
2068;6suTrxlASvfgMAva1QTv2t;0.626;0.546;4;-7.683;0.0328;0.673;0.398;0.495;118.011
2069;3O9i9fpKuzebZezXUwJh69;0.888;0.44;11;-10.127;0.0995;0.422;0.0129;0.517;130.092
2070;3jfr0TF6DQcOLat8gGn7E2;0.548;0.532;5;-7.596;0.0323;0.186;0.000263;0.405;85.03
2071;6PxJeNgVLVNTXoeSeEF8rx;0.668;0.747;10;-4.474;0.144;0.011;1.27e-06;0.828;116.842
2072;5LgiqEgpK54OfXC6947wbU;0.282;0.943;2;-7.746;0.121;0.741;0.414;0.15;182.381
2073;3ktjSD56hFRXC3LjbHXAH1;0.468;0.839;1;-2.371;0.0352;0.0508;0.0;0.378;91.958
2074;5UeHPNz3W2RJ7Ex9g3y2bU;0.512;0.848;7;-3.425;0.0305;0.00228;0.000574;0.536;95.958
2075;16DhvbuyvJob4Q9GHNYu2n;0.58;0.748;4;-5.433;0.0323;0.00935;0.0;0.584;109.781
2076;0bYg9bo50gSsH3LtXe2SQn;0.336;0.627;7;-7.463;0.0384;0.164;0.0;0.35;150.273
2077;3rgMrxAo4IuG2tpiJmTPaA;0.597;0.891;1;-4.808;0.0302;0.0151;0.00448;0.698;117.261
2078;0pHI8YeWQqWvJHFMfo4VUO;0.513;0.766;4;-5.763;0.04;0.028;0.000118;0.662;141.94
2079;7nXk8UzwYn0bKNH8NVz6xO;0.565;0.642;4;-6.162;0.0473;0.237;0.0;0.566;156.027
2080;0ct0vSOkP0IZnbPGiDltCR;0.545;0.659;1;-8.18;0.0394;0.367;0.00111;0.599;108.04
2081;44TuSOP6xIAEeJmZsN3nXO;0.502;0.966;0;-3.876;0.0946;0.00575;1.56e-06;0.638;159.948
2082;7FblcKgEyo6zZjSMAnYpOX;0.216;0.914;2;-6.54;0.0644;2,00E-05;4.81e-05;0.379;153.126
2083;59Zt3ljewoHZ0A2J6qayNo;0.474;0.969;5;-5.609;0.0911;0.00145;0.000567;0.192;140.056
2084;2ibNhXeLiX8fm7KQtQUIgl;0.528;0.676;7;-3.792;0.037;4.69e-05;0.0652;0.528;122.988
2085;3cfOd4CMv2snFaKAnMdnvK;0.731;0.867;11;-5.881;0.032;0.0395;0.0;0.776;104.019
2086;5X5wqj4OQocNJeb6mbViLT;0.367;0.892;6;-3.376;0.0495;0.00157;0.0;0.369;168.002
2087;3HhaSocKwTptze7PySNZlW;0.409;0.992;3;-2.803;0.108;4.82e-05;2.03e-06;0.344;149.859
2088;2TAQ9YGehOKWDqDak5DuXc;0.417;0.913;7;-6.049;0.0441;0.00248;1.09e-06;0.439;144.591
2089;1q9bLSeIlGf2xBvbOkp2Wr;0.676;0.534;2;-6.901;0.0831;0.0594;8.59e-06;0.156;145.082
2090;5YSNMzrITL6sGNsNrXGJkT;0.425;0.921;1;-3.876;0.0513;5.17e-05;0.000908;0.654;168.03
2091;0HHiYWkmHEFyOHAuPWuo6n;0.422;0.573;10;-8.599;0.054;0.255;3.16e-05;0.102;164.196
2092;2L6hCTpUlR2p7Su3hiSB0s;0.726;0.9;9;-4.134;0.0401;0.133;0.0;0.973;160.128
2093;08QP0rwnQSbbpGRIuXfrAY;0.491;0.957;11;-3.67;0.096;0.00853;0.000879;0.635;158.067
2094;3px2rAPu74ltbkf9eZsZ8h;0.562;0.904;1;-4.947;0.0807;0.00302;0.0;0.651;94.481
2095;5SZ6zX4rOrEQferfFC2MfP;0.653;0.73;5;-10.613;0.043;0.0114;1.03e-05;0.894;108.705
2096;1iZnibGKsmOvHPLBLYb1SM;0.31;0.986;5;-7.447;0.0672;0.00227;0.744;0.149;134.807
2097;5uA1iiDba4P11dsogQIc5Q;0.389;0.294;8;-5.429;0.0277;0.977;0.00393;0.243;88.636
2098;3liDoBAc3NGI8tmWUTOAed;0.494;0.915;9;-3.623;0.0484;0.000353;0.0491;0.522;100.08
2099;2HzET4ygnUNcbpr8r9GizM;0.392;0.955;9;-4.975;0.154;0.000145;0.842;0.174;93.506
2100;5RdhBLmB4DyFHLglRrfx63;0.51;0.515;5;-7.247;0.0253;0.593;1.24e-06;0.331;93.212
2101;3CBoWhq9cd7WGQZ9EDQVnn;0.468;0.996;11;-3.027;0.179;1.41e-05;0.0;0.094;75.978
2102;5HDPtsnyb3maFmPL8LLUTG;0.78;0.745;7;-3.97;0.145;0.0559;0.0;0.862;94.026
2103;4bgCdwNpbU3sCJ3mupBW8S;0.545;0.582;8;-7.377;0.0368;0.142;0.0;0.536;147.082
2104;02C3PWt0aulSsLytVRIt5x;0.634;0.333;6;-9.097;0.0297;0.131;0.102;0.0765;67.499
2105;6xCNYRfzZtoQRo1xruPmNq;0.66;0.805;1;-5.352;0.153;0.0192;8.83e-06;0.625;103.009
2106;1tTXWqYA0DPxhEGURogUA5;0.511;0.862;7;-9.558;0.0486;0.0236;0.434;0.397;112.503
2107;7AV5YuWUHs9ItxsyWtWZuF;0.366;0.537;7;-7.654;0.0297;0.26;0.0;0.258;75.142
2108;1VdZ0vKfR5jneCmWIUAMxK;0.642;0.289;9;-9.918;0.0367;0.669;0.0;0.407;84.996
2109;4h4QlmocP3IuwYEj2j14p8;0.768;0.714;10;-5.11;0.0401;0.352;0.0;0.842;131.443
2110;0EY1Z9UmZnYZyM7zHs6C0j;0.21;0.943;4;-7.656;0.0785;1.15e-05;0.493;0.13;164.844
2111;4MPTj8lMMvxLwT3EwuXFop;0.449;0.599;1;-4.892;0.0369;0.211;0.0;0.165;134.144
2112;0cMnTQQfuL10cHQilKBV3L;0.284;0.615;5;-7.163;0.0305;0.00675;1.35e-05;0.247;156.054
2113;3vv9phIu6Y1vX3jcqaGz5Z;0.713;0.802;4;-7.055;0.0561;0.0435;0.00377;0.343;100.001
2114;2p7Y4JoqKVHvVlGlNlYQqo;0.35;0.922;9;-5.15;0.0546;2.58e-05;0.82;0.285;159.98
2115;6QkR93RevDDOxHJsndq2HF;0.851;0.794;4;-5.456;0.033;0.362;0.00587;0.94;114.956
2116;4tXY4YyAaS7lSQHYRqme2X;0.56;0.111;3;-19.269;0.062;0.979;0.906;0.165;68.536
2117;78KT3qm7htcBRQRmfGtkmj;0.578;0.642;7;-6.094;0.031;0.184;0.334;0.155;156.01
2118;3aAoy02NwrmZcqXYYjqNh2;0.56;0.887;7;-6.314;0.0594;0.00388;0.0;0.198;130.026
