;track_uri;danceability;energy;key;loudness;speechiness;acousticness;instrumentalness;valence;tempo
0;6uSpReaIE9rsnvhmpsJClE;0.34;0.985;4;-2.505;0.236;0.000198;2.76e-06;0.254;172.026
1;0Kt9sF46S7DFKrQOsXqidV;0.737;0.399;4;-10.147;0.135;0.97;0.0;0.82;123.979
2;2JLMHADAyossZlBcpc8TDs;0.697;0.395;6;-13.58;0.0281;0.428;0.653;0.876;113.589
3;1gCL1EfOuH827JuaSbWOti;0.462;0.483;2;-7.109;0.0306;0.158;0.0;0.202;101.709
4;20I8RduZC2PWMWTDCZuuAN;0.277;0.663;4;-8.821;0.0377;0.000409;0.00051;0.527;104.561
5;6crBy2sODw2HS53xquM6us;0.365;0.767;9;-6.185;0.0681;0.181;0.000856;0.422;94.174
6;5MMnwYs0hIxkENRsbkWJ2G;0.598;0.676;0;-9.211;0.0279;0.13;0.225;0.805;114.169
7;7oXIbtib1VHQAJCvuSg3rx;0.515;0.942;2;-4.131;0.0718;0.000254;0.000192;0.707;95.009
8;5QLHGv0DfpeXLNFo7SFEy1;0.767;0.787;3;-9.897;0.0331;0.0163;0.583;0.964;126.879
9;15VRO9CQwMpbqUYA7e6Hwg;0.483;0.753;1;-8.937;0.0832;0.425;0.000142;0.42;115.102
10;5sICkBXVmaCQk5aISGR3x1;0.577;0.828;6;-8.691;0.0298;0.00213;0.0114;0.604;123.257
11;454I78HEySdcHE8fcVabTb;0.511;0.934;3;-4.561;0.242;0.00403;3.48e-05;0.668;168.062
12;5BB0Jzw60KyfSTyjJqtely;0.411;0.986;8;-2.522;0.0583;0.000264;0.00148;0.649;165.981
13;7o2CTH4ctstm8TNelqjb51;0.454;0.91;6;-7.766;0.0448;0.0866;0.0996;0.629;125.116
14;6TfBA04WJ3X1d1wXhaCFVT;0.55;0.917;0;-3.159;0.0638;0.00428;0.0;0.601;126.115
15;5hYb2O44wOiLu8cjIWpFeZ;0.474;0.948;7;-4.277;0.0346;0.00489;0.0;0.928;180.199
16;0a7BloCiNzLDD9qSQHh5m7;0.622;0.961;11;-3.198;0.154;0.00523;0.0;0.449;114.452
17;064eZtt58wbBfhr2842Osz;0.554;0.906;4;-5.945;0.102;0.000759;5.83e-06;0.382;155.067
18;3AJwUDP919kvQ9QcozQPxg;0.429;0.661;11;-7.227;0.0281;0.00239;0.000121;0.285;173.372
19;1dX6oGAG5PaexuPj29PsYd;0.368;0.267;8;-9.395;0.0428;0.655;2.24e-05;0.194;91.88
20;3mkuFQxgura4pyZooxZpLU;0.195;0.836;6;-10.028;0.0813;1.09e-05;0.92;0.139;131.696
21;7Fc3dkiRhyp4WRCPKL8YWE;0.352;0.476;7;-7.585;0.0379;0.499;0.0;0.166;70.002
22;1oQjPp1I7cwVE24JivbhzT;0.227;0.759;5;-4.136;0.0908;0.0146;0.0;0.331;169.444
23;5lHgBqh9VwAAzQma55gHRY;0.281;0.493;7;-9.461;0.0284;0.0519;9.15e-06;0.167;60.772
24;0ntQJM78wzOLVeCUAW7Y45;0.542;0.905;9;-5.653;0.054;0.00172;0.0104;0.374;153.398
25;1udmPvJoBnqitbeYKKc9mc;0.344;0.449;2;-13.887;0.0421;0.0493;0.0278;0.123;132.809
26;3k2Zv2luPZHpxfFjGpr4Mm;0.578;0.859;0;-6.893;0.0527;0.0124;1.93e-06;0.807;83.012
27;2jz1bw1p0WQj0PDnVDP0uY;0.53;0.867;11;-4.989;0.0504;0.02;0.000248;0.74;175.981
28;5xDrO9DEDJGUQGfyoHvgDJ;0.504;0.8;2;-2.763;0.0391;0.125;0.0;0.789;205.945
29;3lPr8ghNDBLc2uZovNyLs9;0.668;0.921;7;-3.727;0.0439;0.0492;0.00517;0.782;120.0
30;2MyUIH6eOOfzgxAEw8qz5R;0.376;0.961;6;-4.162;0.261;0.000207;1.02e-05;0.33;120.263
31;3QcDpzfdr3wSmap8SA14DJ;0.64;0.54;11;-7.561;0.0262;0.112;5.32e-05;0.0621;113.835
32;6W21LNLz9Sw7sUSNWMSHRu;0.353;0.898;2;-5.877;0.052;2.23e-05;0.105;0.525;103.293
33;1f3yAtsJtY87CTmM8RLnxf;0.502;0.912;1;-4.556;0.0564;2.55e-05;0.000173;0.72;116.761
34;5tVA6TkbaAH9QMITTQRrNv;0.623;0.449;5;-13.333;0.0253;0.212;0.0;0.572;84.383
35;7FRfYOql61DGDp9VPPe2qA;0.357;0.795;6;-5.909;0.0337;0.0134;0.00013;0.416;97.171
36;5GorCbAP4aL0EJ16frG2hd;0.496;0.682;8;-4.095;0.0294;0.00552;2.94e-05;0.474;167.06
37;5My4LtZW8JQJoKFDWodqIt;0.366;0.519;5;-6.066;0.0331;0.35;0.0;0.308;124.632
38;6ZOBP3NvffbU4SZcrnt1k6;0.545;0.865;11;-5.708;0.0286;0.00664;1.1e-05;0.543;99.009
39;5UWwZ5lm5PKu6eKsHAGxOk;0.413;0.881;11;-5.541;0.0367;5.99e-05;0.000308;0.364;158.066
40;0vjYxBDAcflD0358arIVZG;0.488;0.879;7;-3.329;0.0393;0.000488;1.19e-06;0.557;86.986
41;5lm0T8DfaVOK4HWCmEXvPw;0.621;0.359;7;-9.991;0.0253;0.0921;0.717;0.228;100.002
42;3znPiywA0q1VK2jgAZFDoI;0.484;0.938;2;-3.123;0.112;0.0706;0.0;0.444;165.049
43;7J4yQt7P7XExNeljWEvt2D;0.242;0.998;3;-5.64;0.0895;8.12e-06;0.88;0.18;114.831
44;6GsP3uMCd0Dn5T37C93waZ;0.591;0.794;4;-5.935;0.069;0.183;0.0;0.875;147.974
45;1HNE2PX70ztbEl6MLxrpNL;0.568;0.844;9;-5.875;0.0505;0.000189;0.0;0.766;116.046
46;3FQCJI2t5LTbsRPfYVBSVB;0.653;0.839;10;-5.077;0.0685;0.0369;0.0;0.669;149.034
47;2D52zjCyqEIQa221lhw6uk;0.402;0.723;6;-5.26;0.0579;0.0663;2,00E-06;0.224;160.047
48;0hfByzDRgR10HDLqm89lA9;0.461;0.869;1;-4.672;0.0731;0.000616;8.19e-06;0.649;145.919
49;7a4F5tT3vztlPrGQzIcf4z;0.514;0.955;0;-3.865;0.0857;0.000434;4.41e-05;0.463;138.024
50;3O4tAyCKMYy1DIosXy1wAv;0.626;0.837;8;-7.259;0.0573;0.000423;0.0;0.526;128.054
51;03rjvS7NCmdE39FZtZIcvM;0.582;0.913;1;-6.273;0.0497;0.151;2.71e-06;0.776;138.811
52;3ktWkdvtG0CF0T2dEpek0H;0.57;0.662;8;-3.872;0.0363;0.0966;0.0;0.856;94.948
53;0NSbiBKXoODbsPwjSivfBr;0.56;0.209;7;-13.591;0.039;0.0132;0.551;0.407;140.744
54;7GPj3fZpLZcG5UERy1VLKb;0.399;0.954;6;-3.123;0.0599;8.91e-06;0.304;0.452;156.998
55;7CpbhqKUedOIrcvc94p60Y;0.656;0.932;4;-3.405;0.0708;0.00347;0.00147;0.544;130.936
56;0M3adYbGtyRHACP86dey1H;0.426;0.888;0;-3.72;0.0987;0.000455;0.0;0.387;144.111
57;5ADZl5Ty5O9EGy8ABSqXCg;0.593;0.711;7;-6.593;0.0301;0.283;0.0;0.25;121.96
58;2hWzFeHerRA1mfbEaSsYtO;0.859;0.731;4;-4.637;0.221;0.8;0.0;0.659;140.016
59;40DQ91LALgjBAhVOgLK6pa;0.511;0.803;10;-5.913;0.067;0.0225;1.8e-05;0.768;166.04
60;3KcJEOyaLDLAERlOCBhmPA;0.191;0.707;7;-6.846;0.0345;0.0478;6.1e-05;0.179;82.7
61;1hkm127hnTSa2xjGNw8IAE;0.525;0.957;0;-3.742;0.0689;0.00202;3.25e-06;0.456;97.445
62;0puqdplFmL2Voq0BmX6OJc;0.319;0.896;3;-4.315;0.0657;0.00142;0.849;0.04;109.767
63;6EPRKhUOdiFSQwGBRBbvsZ;0.342;0.91;4;-7.748;0.0758;4.02e-05;0.000121;0.547;140.452
64;4YFcGTdgmEuw8xTO4XrxbB;0.438;0.728;8;-7.105;0.0458;3.49e-05;0.57;0.701;128.04
65;6T506SFlFUVVNvnmCiVZR0;0.662;0.618;7;-5.26;0.0455;0.0537;0.0;0.261;134.022
66;3jJZVeExYzVYiV6Y9Fl3DX;0.423;0.954;7;-3.157;0.047;0.0021;0.0;0.5;144.553
67;1yKu2MhpwzDXXH2tzG6xoa;0.693;0.823;5;-3.761;0.0726;0.0932;0.0;0.741;87.904
68;3Zm5SMUA3JH98Aty7Zc0xr;0.426;0.965;8;-3.796;0.103;0.000702;0.00189;0.8;186.081
69;55PZSFcKQxXH5BOOcDA6yI;0.546;0.839;6;-5.365;0.0784;0.00546;0.0;0.491;77.009
70;2aibwv5hGXSgw7Yru8IYTO;0.427;0.9;11;-3.674;0.0499;0.116;1.75e-05;0.599;104.655
71;144VTMTXicEwTOJQPcrpAF;0.165;0.919;5;-5.321;0.143;0.00113;0.0;0.306;83.382
72;0J69x3mqm7U6tBPKsjpsWR;0.465;0.896;2;-3.126;0.0795;0.00725;0.0;0.569;181.014
73;3FtG5vgTsSnTeUFL0pzvQx;0.457;0.528;2;-6.944;0.0315;0.624;0.0;0.223;90.079
74;3sYWyVGfPuit80szWXhrRA;0.683;0.766;5;-8.733;0.041;0.554;0.00346;0.568;119.19
75;34J7dnmKC0AQ4YSPF9XxCu;0.639;0.933;9;-2.839;0.0371;0.00149;0.0;0.885;114.998
76;2EoOZnxNgtmZaD8uUmz2nD;0.35;0.828;6;-5.373;0.041;0.000217;0.000161;0.147;105.435
77;2TfSHkHiFO4gRztVIkggkE;0.494;0.842;7;-4.784;0.0843;0.00579;0.0;0.574;162.011
78;2vX5WL7s6UdeQyweZEx7PP;0.629;0.785;5;-10.761;0.0471;0.0249;9.45e-06;0.869;108.531
79;4OHVCeQYPncEwZOtNAJZZx;0.542;0.627;0;-7.105;0.0243;0.0794;0.000517;0.814;89.734
80;0oRxS5Hfo2cAfU2mlHYE8o;0.545;0.287;11;-11.916;0.0333;0.264;0.000155;0.113;109.732
81;1AjLNIxJ2lhJOV1NV8AA8t;0.566;0.508;0;-8.352;0.0327;0.0466;0.0643;0.261;113.998
82;0UrWr7Jnu1heq1o99ZwUd0;0.563;0.86;8;-7.533;0.0621;0.00834;0.0106;0.517;97.867
83;1sZUfl4muDcuWux6KlwaR8;0.396;0.503;5;-4.118;0.127;0.00139;0.00028;0.683;90.339
84;3GQnWBLRh9GiaP34RlbTbK;0.653;0.651;11;-5.128;0.0276;0.0754;0.0;0.299;99.036
85;6ursmCnbc9oDRGa2yHKkoZ;0.428;0.874;4;-6.664;0.128;0.000337;0.0419;0.261;119.708
86;5QLUdCEJ1oJkFPiPg7sEdd;0.64;0.493;2;-8.471;0.0269;0.699;0.0;0.579;93.022
87;2DMcQaaQuk6l8sFUk1VeT5;0.449;0.437;7;-8.513;0.0335;0.71;0.0247;0.126;77.766
88;0oF3DPMcjAw9P4vlyp0reZ;0.547;0.962;5;-4.268;0.104;6.97e-06;0.00167;0.381;136.005
89;5XzmZjXhMjDHr7ZfJ6DELQ;0.579;0.268;2;-5.65;0.0442;0.868;0.0;0.321;205.903
90;3RSppwOOTuyZha9Fzy6J1M;0.648;0.833;11;-5.116;0.0543;0.0983;0.001;0.32;108.001
91;2qJkesdHu9sMMVFgkRkqhQ;0.443;0.844;11;-5.414;0.0425;0.00251;0.0;0.452;76.001
92;650OeHTLxZAQmb4aEbGmaA;0.697;0.84;9;-4.602;0.054;0.106;0.0;0.452;128.034
93;03Szk0skbXqllHkNCVZI9p;0.471;0.9;8;-2.283;0.0832;0.0148;3.13e-06;0.362;91.318
94;4RCWB3V8V0dignt99LZ8vH;0.656;0.291;2;-10.572;0.0293;0.872;0.0;0.298;103.971
95;1mWMGKUaL7EyYIIveqlKC0;0.278;0.936;7;-5.986;0.107;0.000401;0.0;0.34;119.088
96;7lGKEWMXVWWTt3X71Bv44I;0.389;0.665;0;-6.169;0.0644;0.178;0.000732;0.199;117.055
97;4Zc7TCHzuNwL0AFBlyLdyr;0.249;0.943;0;-5.188;0.0669;0.0286;0.00401;0.458;173.671
98;7nnWIPM5hwE3DaUBkvOIpy;0.645;0.792;4;-7.34;0.036;0.0562;0.0121;0.666;90.565
99;3w3y8KPTfNeOKPiqUTakBh;0.726;0.698;5;-4.165;0.0431;0.049;0.0;0.867;143.994
100;6spaGIZEfeDYlgAupMI34k;0.37;0.855;8;-3.232;0.29;0.00354;0.0;0.65;185.791
101;0AfIsqZ4gTUg9CwwW2jLeK;0.272;0.281;1;-7.634;0.0287;0.388;2.29e-05;0.141;89.914
102;7bEDDsy2LFC0KSqhZp5nPE;0.515;0.821;0;-2.333;0.0309;0.00794;0.0;0.425;86.995
103;47ojH5LeQhl1ZltSAHBEFF;0.606;0.907;9;-4.067;0.0675;0.0367;1.83e-06;0.69;115.048
104;7j31rVgGX9Q2blT92VBEA0;0.463;0.857;4;-3.063;0.0632;0.0506;0.0;0.856;111.647
105;76BYv24CcZt2u94JRjmATX;0.329;0.885;9;-10.661;0.0904;0.0242;0.00433;0.481;163.538
106;5Ncl8sHW6WVXkfnnY2t0N2;0.617;0.704;1;-5.829;0.046;0.536;0.0;0.782;139.975
107;1TDk2Jmi4dVZhm2dum3Jim;0.452;0.873;9;-4.867;0.0613;0.000519;0.0;0.433;80.473
108;6GG73Jik4jUlQCkKg9JuGO;0.643;0.849;2;-5.428;0.0526;0.0371;0.0;0.903;162.152
109;0NCvhkLffy3suyYgXITOzP;0.434;0.824;0;-6.864;0.0587;0.000206;0.000321;0.287;163.989
110;5PRRthP9SLfbXB359MfIWv;0.486;0.769;1;-5.14;0.0341;0.0119;0.00832;0.393;131.286
111;6Q2JimwoGgG5W9HdmH1hmq;0.365;0.851;4;-6.238;0.065;0.0964;0.003;0.309;78.068
112;5bgwqaRSS3M8WHWruHgSL5;0.83;0.585;1;-5.802;0.0366;0.225;0.00209;0.642;105.03
113;6MvQ6mhfqeoxfhTydwYRRI;0.625;0.925;0;-4.435;0.342;0.0421;0.0;0.515;172.017
114;1sNSG13fsK6KPKKNIQXXrh;0.407;0.725;5;-5.346;0.188;0.0141;2.46e-06;0.247;196.093
115;1p3IwVdURZOKKont78V3lg;0.462;0.849;8;-4.635;0.0742;0.000791;5.6e-06;0.586;145.942
116;30VHURM5NOfoZmqp2iKawS;0.689;0.614;4;-6.137;0.0306;0.252;1.95e-05;0.411;141.97
117;5FZxsHWIvUsmSK1IAvm2pp;0.366;0.94;1;-5.119;0.0696;0.000769;9.42e-05;0.369;130.198
118;60a0Rd6pjrkxjPbaKzXjfq;0.556;0.864;3;-5.87;0.0584;0.00958;0.0;0.4;105.143
119;35Ki1lvKPC2sFBD3GmKdRG;0.591;0.746;8;-7.762;0.0444;0.000729;0.0;0.432;107.965
120;3vcybGRC3eU6btnEWuFWII;0.375;0.68;1;-7.015;0.0441;4.07e-05;0.0908;0.367;91.424
121;21Ky8dYEzcp04NJNKyUt1L;0.455;0.0152;8;-26.511;0.102;0.995;0.958;0.194;77.011
122;4U0p10TUdRyhQ06ZqGAtxx;0.512;0.943;2;-5.185;0.106;0.0138;0.0;0.485;163.128
123;5bTuwAgYUD5MABOIPH8ZMt;0.387;0.913;8;-3.761;0.0814;0.00366;0.0;0.674;185.957
124;78JmElAFmrPNhLjovDR9Jm;0.551;0.86;7;-7.839;0.0796;0.262;4.57e-06;0.723;136.921
125;6h6Lb92WzzhHXOpZ9GZ0nH;0.584;0.749;0;-6.308;0.0366;0.288;0.000146;0.554;93.554
126;11LmqTE2naFULdEP94AUBa;0.256;0.641;1;-10.283;0.0552;0.199;0.0329;0.382;203.006
127;4DMKwE2E2iYDKY01C335Uw;0.482;0.786;7;-5.735;0.032;0.00321;8.88e-05;0.793;126.755
128;0nF9vweVf1fe2L2piR1P0F;0.554;0.382;11;-11.824;0.0434;0.705;9.18e-05;0.277;74.363
129;31VOknKjFrEX47bZXzqcoF;0.301;0.672;2;-4.497;0.0623;0.28;3.1e-05;0.384;169.497
130;6KkyuDhrEhR5nJVKtv9mCf;0.488;0.487;4;-6.371;0.0305;0.577;0.0;0.219;77.278
131;1CF426318xBsb8ZaGrP94H;0.365;0.978;8;-4.567;0.119;2.96e-05;0.483;0.348;179.99
132;6WK9dVrRABMkUXFLNlgWFh;0.663;0.838;0;-5.744;0.0286;0.2;0.000177;0.752;112.788
133;1hNE737dkYD9ZM1J8H9chv;0.67;0.755;3;-7.416;0.031;0.000358;0.244;0.813;111.984
134;6GtX0jaNL8IjVQfrDBx81z;0.404;0.72;10;-9.18;0.0623;5.59e-05;0.836;0.475;121.864
135;0zqwz7SNny9fwqSDpIu4qN;0.483;0.862;11;-3.864;0.0857;0.00577;0.0;0.449;124.025
136;1s8c9dT7W98AoJ96Hiwt7H;0.545;0.96;11;-6.032;0.0366;0.108;0.0;0.896;149.531
137;1BExV8JprNJLvLeDE9qdEW;0.509;0.774;6;-4.054;0.0338;0.00189;0.000549;0.0824;116.529
138;6qUEOWqOzu1rLPUPQ1ECpx;0.761;0.711;9;-7.989;0.0604;0.0174;0.000101;0.947;105.448
139;3zoYkqS4y2BsGVShPL2nTE;0.527;0.907;4;-3.09;0.11;0.154;0.0;0.664;93.813
140;0SlpFHdk4UHBDzCEoXzy14;0.331;0.558;2;-5.506;0.031;0.0689;1.96e-06;0.0985;150.19
141;0PicuPCfXDJyyRtOR1ukGW;0.365;0.538;2;-6.951;0.035;0.00039;0.0869;0.314;79.863
142;4zLBcDtvYNVtF9fnG6lme3;0.548;0.723;6;-6.002;0.0375;0.0969;1.28e-05;0.499;125.088
143;243b3t0P416vtdmxRllHEV;0.375;0.777;10;-3.92;0.0407;6.51e-05;0.00186;0.48;114.968
144;5FlwXplgEi5qiWHwxvriLK;0.46;0.912;9;-5.379;0.0769;9.81e-05;6.91e-05;0.644;149.827
145;3ee8Jmje8o58CHK66QrVC2;0.74;0.613;8;-4.88;0.145;0.258;0.00372;0.473;75.023
146;0GgN4MhR5GKn5IcKN0e0rG;0.457;0.515;4;-4.31;0.0261;0.358;0.0;0.222;74.984
147;1DNP8yFg3tMYmX6Afm1Lud;0.5;0.51;1;-7.831;0.0253;0.0093;3.16e-06;0.215;76.626
148;55yvzYuvJYG2RUEnMK78tr;0.409;0.932;11;-4.538;0.0339;1.87e-05;1.6e-06;0.591;131.761
149;1jzDzZWeSDBg5fhNc3tczV;0.429;0.631;4;-11.514;0.0769;7.85e-05;0.00411;0.376;162.734
150;3JgeMRCCIem7ha0mFUGija;0.323;0.97;1;-5.416;0.192;1.73e-05;0.947;0.367;129.839
151;5PZo9NMyNLxOlpEFoYo611;0.53;0.967;0;-2.108;0.0657;0.000507;0.205;0.642;99.962
152;3F5CgOj3wFlRv51JsHbxhe;0.529;0.673;0;-4.711;0.175;0.000307;2.41e-06;0.366;165.921
153;5HvtbJxOYLSACcPuhf62wT;0.692;0.309;9;-10.358;0.173;0.81;0.000841;0.616;133.978
154;0sKlV58cODrjxGFOyf9IXY;0.877;0.854;1;-4.523;0.147;0.0544;5.5e-05;0.54;114.472
155;7z3AlZQ8NaPpB1Yic5cIDJ;0.401;0.567;10;-9.131;0.0355;0.171;0.00859;0.362;171.059
156;7DnAm9FOTWE3cUvso43HhI;0.72;0.706;1;-4.719;0.0473;0.0684;0.0;0.62;133.002
157;5kzbtG4pIcu2s0SVrogm4o;0.502;0.892;7;-5.456;0.0397;7.16e-06;6.47e-06;0.391;105.035
158;7ACxUo21jtTHzy7ZEV56vU;0.454;0.913;9;-4.008;0.107;0.408;0.000271;0.521;137.688
176;7aE5WXu5sFeNRh3Z05wwu4;0.5;0.185;7;-20.242;0.0535;0.728;0.000746;0.293;121.002
177;5U1eDhGNl6uUQThJ4nBm7z;0.54;0.729;0;-3.709;0.0276;0.169;0.0;0.779;80.454
178;05h5rk4vraQoYmce4dor9H;0.433;0.849;7;-5.043;0.0565;0.00995;0.017;0.0666;164.143
179;4aYLAF6ckQ5ooGGGM7sWAa;0.54;0.584;7;-9.579;0.0254;0.0108;0.00296;0.244;139.261
180;62d21VxoTAwM0Id0DXUr8h;0.279;0.66;11;-10.273;0.0555;0.00718;0.00155;0.295;143.687
181;6zBfayKHRNCi4qDw8sYSzd;0.516;0.282;0;-9.401;0.0325;0.78;0.0;0.263;140.145
182;61XspFITuKmAlYdQacNCbF;0.438;0.938;6;-5.611;0.094;0.00842;1.08e-06;0.584;160.212
183;7sfOmRCgkAq1ZYqULPvjhF;0.463;0.984;1;-1.158;0.0932;2.18e-06;0.0131;0.306;106.011
184;1J307YEKcn9pH7QT5fXTLt;0.326;0.926;11;-6.033;0.104;0.00105;0.0;0.462;168.49
185;4e0MJaiXSwXBhrQZHyoK8c;0.303;0.931;4;-9.306;0.0574;0.00101;0.0294;0.555;101.936
186;76AwsOtk3SePQ8h9kB2pmW;0.565;0.905;5;-3.575;0.057;0.00101;0.0;0.684;126.011
187;1060gzllf4b0UETAXisR5l;0.501;0.824;0;-7.25;0.0413;0.000127;0.000311;0.57;89.972
188;4gjoYVspgWdhGx1A0KAP6K;0.506;0.913;7;-5.662;0.0499;3.79e-05;0.000292;0.485;122.057
189;1SEkU3F0zxIEA3hcR9Cld3;0.273;0.489;4;-9.406;0.0303;0.528;0.0;0.327;178.662
190;59WN2psjkt1tyaxjspN8fp;0.466;0.833;7;-4.215;0.304;0.0266;0.0;0.661;88.785
191;213x4gsFDm04hSqIUkg88w;0.631;0.924;0;-5.589;0.146;0.0841;3.59e-06;0.755;100.045
192;4hxd9xX8SNH0R2XSrXRATW;0.67;0.864;0;-5.2;0.0525;0.0894;2.65e-05;0.732;132.011
193;4dbH856gB6dJkZGKemEsGb;0.611;0.686;0;-5.41;0.0527;0.578;0.552;0.564;130.991
194;6uOzYMGucTA0MAFwS2FNB2;0.551;0.982;7;-5.208;0.0898;8.69e-05;0.00038;0.491;138.064
195;0pqnGHJpmpxLKifKRmU6WP;0.776;0.78;10;-4.374;0.128;0.0622;0.0;0.666;124.949
196;4CeeEOM32jQcH3eN9Q2dGj;0.502;0.912;1;-4.556;0.0564;2.55e-05;0.000173;0.72;116.761
197;05RgAMGypEvqhNs5hPCbMS;0.526;0.978;8;-5.436;0.108;0.00122;4.75e-05;0.451;141.167
198;1jKvrkkZxtQ7ZDiXdITOis;0.457;0.321;0;-12.126;0.0309;0.949;0.000815;0.105;128.008
199;5qm0KiVKMXW1kq6VrnIhz5;0.449;0.775;7;-12.029;0.0405;0.162;0.149;0.313;94.907
200;2mCBoSkJpSMKV0qLAh1dRj;0.285;0.979;2;-4.428;0.175;0.000144;0.0;0.108;182.7
201;64csOaHL9FYqiOJxAi8h5X;0.451;0.848;9;-5.6;0.0304;0.00515;0.465;0.271;89.987
202;0cgpC9dnI72EkMQeQoymH7;0.342;0.391;0;-13.19;0.0754;0.959;0.862;0.524;189.963
203;6ZqJyTqknwou5p7lCfH0Tk;0.503;0.932;0;-6.289;0.0569;0.0157;0.869;0.322;108.513
204;4pbJqGIASGPr0ZpGpnWkDn;0.692;0.497;2;-7.316;0.119;0.676;0.0;0.475;81.308
205;2Z8WuEywRWYTKe1NybPQEW;0.645;0.713;6;-5.355;0.0393;0.00835;0.0;0.566;74.989
206;3T4UodGkfZObJ43RtA5KFU;0.611;0.602;5;-4.89;0.0437;0.000837;0.0;0.624;168.154
207;2Yzw1oQwuCJDglARieFOEY;0.671;0.269;4;-10.258;0.03;0.725;0.0;0.42;88.921
208;607jKEHXU6EujgA90vKARO;0.516;0.924;11;-6.116;0.0816;0.0002;1.11e-06;0.536;89.973
209;4f3RDq9nYPBeR1yMSgnmBm;0.519;0.833;6;-6.947;0.0496;0.00572;4.33e-06;0.532;138.225
210;3rOSwuTsUlJp0Pu0MkN8r8;0.833;0.434;2;-8.795;0.431;0.0102;0.0219;0.281;150.062
211;1E1uGhNdBe6Dddbgs2KqtZ;0.62;0.61;11;-8.329;0.0373;0.00849;0.162;0.235;127.052
212;3LGrbnTyEszZ8JlWLFnznz;0.674;0.374;1;-17.452;0.854;0.633;0.0;0.759;82.178
213;6AynCuiHTQuVMYN2re6jcS;0.516;0.867;7;-6.118;0.0388;0.0041;7.5e-06;0.134;129.982
214;6jMXOyucesUV2DLaZFYxro;0.492;0.388;8;-8.867;0.0605;0.636;6.69e-06;0.0334;130.335
215;2HTMy5d7fLNlWBIINGEOkK;0.235;0.911;7;-5.166;0.0412;1.67e-06;0.764;0.242;85.423
216;5qaEfEh1AtSdrdrByCP7qR;0.505;0.71;3;-3.015;0.0321;0.19;0.00025;0.428;89.938
217;4H2x38N2IZAkZZM69WD1SH;0.547;0.831;0;-5.06;0.0324;0.00395;8.08e-06;0.101;130.0
218;7dBMQbBKG6n9HkVXkUKnhQ;0.474;0.843;0;-5.909;0.272;0.0102;0.104;0.433;97.691
219;5PUawWFG1oIS2NwEcyHaCr;0.623;0.962;4;-2.616;0.0895;0.103;0.000174;0.676;149.963
220;1dUU2RYiMZ9HCk6CB9Akup;0.575;0.795;2;-6.149;0.0357;0.0787;2.62e-05;0.149;105.015
221;7lfC6wa4451F2MQVYIweXu;0.356;0.578;10;-7.289;0.0361;0.582;0.0;0.749;96.997
222;4sNbnjnqIKkT16XuUtwU88;0.522;0.635;7;-6.661;0.0303;0.199;0.0;0.412;139.949
223;6Vfo6O3hk38vDcSpazNo3p;0.635;0.641;4;-3.674;0.0329;0.18;0.0;0.218;122.83
224;6od5hFv9IT5JHc7NEF9HRv;0.57;0.865;8;-4.518;0.0472;0.00205;0.0;0.691;110.01
225;1FkoVC85Ds3mFoK0fVqEqP;0.488;0.862;0;-7.595;0.0476;0.0204;0.0;0.706;104.56
226;3TAtUJc4Sj913Cs5gBUeu0;0.455;0.929;11;-3.295;0.0494;0.0875;0.0;0.484;89.782
227;4xrzG4pw9JN8BJqqjurcPs;0.416;0.459;9;-6.814;0.0317;0.0801;0.00653;0.286;164.929
228;4WGyY671Z37inSpCTBJoIm;0.66;0.372;2;-6.025;0.0314;0.417;0.0;0.432;119.946
229;1Y6T0zHG5MwYk0WfssnqYc;0.774;0.56;0;-7.168;0.0509;0.00893;4.02e-06;0.189;104.028
230;07q0QVgO56EorrSGHC48y3;0.768;0.852;4;-6.215;0.038;0.214;7.36e-05;0.867;128.373
231;3QZ7uX97s82HFYSmQUAN1D;0.536;0.901;9;-7.211;0.0374;0.00145;0.0186;0.666;87.559
232;0vpN0CT9JT9wQ4cQeCXfjF;0.437;0.976;6;-4.358;0.0647;0.000993;0.554;0.61;136.361
233;3ovjw5HZZv43SxTwApooCM;0.452;0.524;0;-10.108;0.0351;0.315;0.0;0.246;151.505
234;53qf90GmWQ70MH7LNzJHZb;0.522;0.308;5;-13.873;0.0296;0.596;0.0433;0.153;113.466
235;7ISL3LO8AWP3fKIXunvqTa;0.264;0.78;0;-2.741;0.0517;0.0452;0.0222;0.456;155.376
236;6Kfyg9nl3TWbtrUFEF4yr5;0.497;0.625;5;-11.38;0.0376;0.00114;0.0421;0.727;136.126
237;2fRnzEChkwoZ4XTkECu22h;0.596;0.211;4;-18.986;0.0363;0.857;0.662;0.565;109.108
238;6kA9cOS2QpUpeGJHGxSXe1;0.262;0.969;4;-4.675;0.0894;3.69e-06;0.00213;0.263;158.433
239;2JuasWPUodaUxf5nwNpciQ;0.384;0.561;3;-10.059;0.0296;0.373;0.253;0.159;136.136
240;5vRPXm59z8ewWO6WiJHg3m;0.505;0.778;10;-4.778;0.0398;0.0277;0.00275;0.284;140.493
241;3hB5DgAiMAQ4DzYbsMq1IT;0.609;0.378;4;-9.828;0.438;0.835;0.0;0.515;100.418
242;1nDOeWBfRKA5YNQ8bKWzMM;0.909;0.392;6;-6.221;0.0652;0.278;1.77e-06;0.61;127.052
243;5Rizj5FLb2AyNKu9esjYY6;0.42;0.746;8;-10.628;0.0467;0.0141;0.0;0.229;111.886
